Temperature,Relative_Humidity,Specific_Humidity,Precipitation,Pressure,Wind_Speed,Wind_Direction
26.4,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,2.64,96.75
26.67,79.38,17.03,4.4049695493300876,100.39766917293241,2.81,90.94
26.91,77.19,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,106.56
26.06,80.62,16.85,0.0,100.39766917293241,2.52,115.0
26.54,77.58104821802924,17.431258823529415,0.0,100.34,3.47,83.19
26.63,79.31,17.431258823529415,4.4049695493300876,100.39766917293241,3.06,103.19
25.89,83.12,17.21,0.0,100.22,3.86,98.5
25.99,81.31,16.78,0.0,100.25,2.9457699275362312,112.88
26.44,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,3.05,119.69
26.78,77.58104821802924,16.42,4.4049695493300876,100.39766917293241,2.9457699275362312,172.55372110939905
26.55,77.44,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,122.31
26.52,79.31,16.91,4.4049695493300876,100.39766917293241,1.75,172.55372110939905
27.84,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,1.6,268.69
25.81,84.94,17.431258823529415,4.4049695493300876,100.31,1.57,183.12
25.48,87.81,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,172.55372110939905
25.45,88.12,17.82,4.4049695493300876,100.39766917293241,3.34,172.55372110939905
26.27,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,103.94
26.64,77.58104821802924,17.431258823529415,0.03,100.39766917293241,1.98,172.55372110939905
26.29,76.88,16.17,0.09,100.39766917293241,2.9457699275362312,172.55372110939905
26.09,77.58104821802924,17.431258823529415,0.73,100.65,2.11,104.62
25.9,77.58104821802924,15.87,4.4049695493300876,100.81,2.9457699275362312,74.38
26.29,77.58104821802924,15.69,0.01,100.81,2.71,172.55372110939905
26.51,70.81,17.431258823529415,4.4049695493300876,100.39766917293241,2.23,72.31
26.52,74.62,15.81,0.58,100.77,2.9457699275362312,71.69
26.76,77.58104821802924,17.431258823529415,1.69,100.78,2.15,81.56
26.89,77.58104821802924,17.431258823529415,0.05,100.39766917293241,2.69,172.55372110939905
25.24,64.38,12.45,0.0,100.72,2.12,56.69
25.39,66.75,17.431258823529415,0.0,100.61,2.08,191.62
26.07,74.19,17.431258823529415,4.4049695493300876,100.63,2.9457699275362312,172.55372110939905
25.83,77.58104821802924,15.75,4.4049695493300876,100.58,2.9457699275362312,172.55372110939905
26.76,70.94,15.08,4.4049695493300876,100.39766917293241,2.9457699275362312,172.55372110939905
27.19,77.58104821802924,17.431258823529415,1.61,100.55,1.62,172.55372110939905
25.91,86.62,18.01,3.85,100.39766917293241,1.19,301.69
25.87,80.69,17.431258823529415,0.25,100.39766917293241,2.9457699275362312,172.55372110939905
27.17,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,1.15,171.06
27.46,77.58104821802924,17.431258823529415,4.4049695493300876,100.37,2.65,238.56
27.22,77.58104821802924,14.65,0.01,100.39766917293241,2.12,196.5
25.8,66.5,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,178.56
25.93,67.12,12.88,4.4049695493300876,100.39766917293241,1.84,130.12
26.88,68.12,17.431258823529415,0.0,100.39766917293241,1.93,172.55372110939905
26.77,69.69,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,166.88
27.05,77.58104821802924,12.21,0.0,100.8,3.23,58.56
25.97,77.58104821802924,17.431258823529415,4.4049695493300876,100.91,1.97,45.19
26.3,77.58104821802924,17.431258823529415,0.0,100.98,1.95,67.75
26.58,61.31,12.57,4.4049695493300876,100.39766917293241,2.9457699275362312,63.69
26.9,77.58104821802924,17.431258823529415,0.0,100.93,2.9457699275362312,57.25
25.21,77.58104821802924,10.74,4.4049695493300876,100.84,2.9457699275362312,172.55372110939905
26.76,64.62,13.49,0.0,100.77,2.78,98.44
28.23,64.12,14.47,0.0,100.77,1.82,122.69
28.03,64.5,14.59,0.01,100.61,2.9457699275362312,169.31
27.51,69.56,15.26,4.4049695493300876,100.47,3.07,125.81
28.9,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,3.09,125.56
28.7,70.19,16.48,0.49,100.55,3.84,116.0
29.05,65.75,15.26,0.0,100.39766917293241,2.9457699275362312,172.55372110939905
28.92,66.12,15.44,0.09,100.65,4.39,116.62
29.62,77.58104821802924,17.431258823529415,4.4049695493300876,100.49,2.55,92.38
29.03,77.58104821802924,17.431258823529415,1.05,100.47,2.34,172.55372110939905
29.93,77.58104821802924,17.431258823529415,0.01,100.51,2.61,63.69
30.03,55.06,13.67,0.1,100.44,2.48,84.81
29.99,56.75,14.22,0.48,100.46,1.77,105.06
29.6,77.58104821802924,13.31,0.0,100.39766917293241,2.9457699275362312,172.55372110939905
28.9,77.58104821802924,17.431258823529415,0.0,100.39766917293241,2.9457699275362312,172.55372110939905
28.6,77.58104821802924,12.88,4.4049695493300876,100.35,2.9457699275362312,161.94
28.16,77.58104821802924,17.431258823529415,0.0,100.38,2.9457699275362312,172.55372110939905
28.41,66.31,17.431258823529415,0.0,100.36,3.09,140.69
28.37,60.38,17.431258823529415,4.4049695493300876,100.39766917293241,4.29,132.81
27.99,62.81,13.31,4.4049695493300876,100.39766917293241,4.19,120.81
28.12,60.62,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,172.55372110939905
28.64,61.75,13.61,4.4049695493300876,100.39766917293241,4.19,172.55372110939905
28.62,64.19,14.28,4.4049695493300876,100.39766917293241,2.9457699275362312,143.75
28.74,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,3.4,150.06
29.62,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,3.23,172.55372110939905
28.44,77.58104821802924,17.431258823529415,0.01,100.51,3.31,156.31
29.5,63.38,15.26,0.01,100.39766917293241,4.2,134.31
29.29,67.69,17.431258823529415,4.4049695493300876,100.35,4.5,172.55372110939905
29.51,65.44,17.431258823529415,4.4049695493300876,100.39766917293241,4.99,129.94
29.34,66.56,15.99,0.44,100.39766917293241,2.9457699275362312,172.55372110939905
29.37,67.62,16.48,0.02,100.59,3.87,134.44
30.45,59.94,15.08,4.4049695493300876,100.39766917293241,2.9457699275362312,128.44
30.14,62.62,15.93,4.4049695493300876,100.39766917293241,3.91,172.55372110939905
29.26,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,4.16,153.56
29.73,63.19,17.431258823529415,4.4049695493300876,100.41,2.9457699275362312,131.69
30.02,63.56,15.93,0.0,100.51,5.44,128.31
29.64,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,5.62,118.88
29.58,59.12,13.67,0.25,100.39766917293241,2.9457699275362312,113.31
30.26,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,172.55372110939905
30.79,54.0,14.1,0.11,100.39766917293241,4.07,109.25
29.48,77.58104821802924,14.89,0.21,100.39766917293241,2.9457699275362312,172.55372110939905
30.26,77.58104821802924,14.1,0.05,100.39766917293241,2.9457699275362312,107.94
30.3,60.12,15.44,0.37,100.39766917293241,2.9457699275362312,117.94
28.24,77.58104821802924,16.48,4.4049695493300876,100.59,2.89,172.55372110939905
29.61,61.75,15.08,2.41,100.39766917293241,2.32,97.94
29.44,65.0,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,150.69
29.97,62.06,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,135.56
28.17,69.25,17.431258823529415,1.13,100.39766917293241,2.9457699275362312,109.25
27.59,77.94,17.52,14.17,100.39766917293241,3.54,105.69
28.51,73.69,17.431258823529415,0.06,100.39766917293241,2.9457699275362312,117.44
29.73,67.12,17.431258823529415,4.4049695493300876,100.38,5.17,123.12
30.06,66.94,16.97,4.4049695493300876,100.33,4.95,172.55372110939905
30.54,77.58104821802924,17.431258823529415,4.4049695493300876,100.26,2.9457699275362312,172.55372110939905
31.29,77.58104821802924,16.78,0.0,100.2,3.41,157.94
31.43,62.75,17.431258823529415,4.4049695493300876,100.39766917293241,3.94,172.55372110939905
30.87,61.88,16.11,4.4049695493300876,100.39766917293241,2.9457699275362312,172.55372110939905
30.85,77.58104821802924,17.431258823529415,4.4049695493300876,100.45,5.38,120.25
30.97,56.0,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,115.75
30.9,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,5.34,132.5
31.26,58.31,17.431258823529415,4.4049695493300876,100.42,3.91,172.55372110939905
31.62,77.58104821802924,17.431258823529415,4.4049695493300876,100.37,3.33,158.81
31.83,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,177.5
31.92,77.58104821802924,16.6,4.4049695493300876,100.39766917293241,4.01,176.69
32.34,77.58104821802924,17.431258823529415,4.4049695493300876,100.31,3.64,191.19
32.37,59.56,16.85,4.25,100.29,2.9457699275362312,206.12
30.51,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,2.89,159.06
30.05,66.06,17.431258823529415,4.4049695493300876,100.39766917293241,3.4,139.94
30.05,77.58104821802924,17.431258823529415,4.4049695493300876,100.42,2.9457699275362312,172.55372110939905
31.62,77.58104821802924,17.431258823529415,4.4049695493300876,100.38,3.55,145.81
30.58,63.81,16.97,1.69,100.42,2.3,154.38
31.31,53.62,17.431258823529415,1.59,100.44,4.19,125.5
31.23,60.62,17.431258823529415,1.39,100.5,3.39,172.55372110939905
31.01,62.75,17.431258823529415,4.4049695493300876,100.39766917293241,3.26,172.55372110939905
31.55,62.19,17.09,1.8,100.45,2.94,151.38
30.19,67.0,17.431258823529415,0.73,100.39766917293241,2.9457699275362312,172.55372110939905
31.78,77.58104821802924,17.431258823529415,0.05,100.41,1.84,164.0
31.41,77.58104821802924,17.4,4.4049695493300876,100.39766917293241,2.9457699275362312,172.55372110939905
30.5,77.58104821802924,17.431258823529415,4.4049695493300876,100.53,2.9457699275362312,172.55372110939905
29.4,71.0,17.64,0.9,100.66,3.92,111.31
30.37,63.5,16.36,0.21,100.6,3.34,124.56
30.59,77.58104821802924,16.42,4.4049695493300876,100.39766917293241,3.65,172.55372110939905
29.72,77.58104821802924,17.431258823529415,4.4049695493300876,100.37,2.9457699275362312,172.55372110939905
29.4,68.56,17.09,1.59,100.48,2.9457699275362312,109.44
30.46,61.56,15.93,1.79,100.39766917293241,4.26,111.31
30.93,60.44,15.99,0.47,100.34,4.62,120.75
30.58,77.58104821802924,17.431258823529415,0.81,100.39766917293241,2.9457699275362312,172.55372110939905
28.28,77.58104821802924,17.431258823529415,3.86,100.39766917293241,2.61,172.55372110939905
29.1,76.44,18.92,2.98,100.16,2.58,147.38
28.5,77.58104821802924,17.431258823529415,4.4049695493300876,100.14,2.5,172.55372110939905
28.65,77.58104821802924,17.431258823529415,13.36,100.39766917293241,1.55,172.55372110939905
28.98,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,202.44
28.52,84.81,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,230.44
28.8,82.38,17.431258823529415,4.4049695493300876,100.13,2.64,234.06
29.33,77.58104821802924,19.96,1.66,100.39766917293241,3.09,172.55372110939905
28.92,77.58104821802924,17.431258823529415,3.12,100.39766917293241,2.9457699275362312,221.31
29.45,76.75,17.431258823529415,4.4049695493300876,100.22,2.78,224.88
29.73,77.58104821802924,17.431258823529415,4.4049695493300876,100.16,2.84,231.81
30.19,71.75,18.62,4.4049695493300876,100.39766917293241,2.69,172.55372110939905
29.26,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,2.92,228.69
28.84,79.25,19.29,3.45,100.16,2.97,230.75
28.88,78.69,19.17,6.37,100.39766917293241,2.9457699275362312,238.25
27.98,77.58104821802924,19.47,4.43,100.39766917293241,2.9457699275362312,251.56
28.03,77.58104821802924,19.35,2.46,100.34,2.03,184.81
29.4,75.5,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,194.5
29.25,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,2.77,220.19
29.15,77.58104821802924,17.431258823529415,4.4049695493300876,100.31,3.91,236.0
29.14,77.58104821802924,17.431258823529415,4.4049695493300876,100.35,2.9457699275362312,234.12
28.33,77.58104821802924,19.65,4.4049695493300876,100.39766917293241,2.9457699275362312,241.38
28.1,77.58104821802924,18.92,4.4049695493300876,100.39766917293241,3.9,172.55372110939905
27.04,83.94,17.431258823529415,4.4049695493300876,100.39766917293241,3.57,218.69
27.78,77.58104821802924,17.88,4.4049695493300876,100.39766917293241,2.9457699275362312,240.31
28.26,77.58104821802924,18.01,1.8,100.39766917293241,2.9457699275362312,172.55372110939905
29.67,71.5,17.88,0.47,100.23,3.02,229.25
28.4,79.25,18.92,4.4049695493300876,100.39766917293241,2.9457699275362312,241.56
28.22,77.69,18.13,4.47,100.38,3.94,254.62
28.57,77.58104821802924,17.431258823529415,4.4049695493300876,100.28,2.9457699275362312,251.44
29.76,68.5,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,172.55372110939905
28.22,78.12,17.431258823529415,1.0,100.48,2.9457699275362312,172.55372110939905
29.67,77.58104821802924,17.431258823529415,4.4049695493300876,100.38,2.54,239.5
29.69,77.58104821802924,17.431258823529415,0.52,100.29,2.47,172.55372110939905
28.25,82.31,19.59,15.48,100.39766917293241,2.9457699275362312,220.44
28.6,77.58104821802924,17.431258823529415,2.62,100.17,3.37,220.5
29.17,77.58104821802924,17.431258823529415,4.4049695493300876,100.18,3.64,239.44
28.36,77.5,17.431258823529415,4.4049695493300876,100.23,2.9457699275362312,172.55372110939905
27.53,77.58104821802924,19.47,17.05,100.22,2.9457699275362312,172.55372110939905
26.05,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,243.75
26.94,83.44,17.431258823529415,1.29,100.21,3.09,259.69
26.56,86.06,18.62,4.4049695493300876,100.14,3.06,172.55372110939905
27.11,77.58104821802924,18.13,4.4049695493300876,100.39766917293241,3.21,248.25
27.51,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,172.55372110939905
27.67,82.81,19.04,4.4049695493300876,100.39766917293241,2.59,172.55372110939905
27.26,87.56,19.71,4.4049695493300876,100.39766917293241,2.9457699275362312,189.0
27.41,84.75,19.23,0.87,100.39766917293241,2.52,198.25
27.51,77.58104821802924,17.431258823529415,4.4049695493300876,100.28,2.41,209.31
27.68,82.94,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,172.55372110939905
28.2,80.06,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,248.44
27.9,81.69,19.04,0.16,100.27,2.73,249.38
27.88,79.12,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,172.55372110939905
27.05,77.58104821802924,18.62,4.4049695493300876,100.39766917293241,2.9457699275362312,256.0
26.58,77.58104821802924,18.49,4.4049695493300876,100.44,2.9457699275362312,172.55372110939905
27.52,81.31,17.431258823529415,4.12,100.39766917293241,2.87,172.55372110939905
27.92,79.94,17.431258823529415,2.22,100.39766917293241,2.9457699275362312,172.55372110939905
27.76,82.12,17.431258823529415,8.46,100.41,2.27,252.5
27.44,77.58104821802924,17.431258823529415,4.4049695493300876,100.33,2.82,172.55372110939905
26.56,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,2.84,243.38
26.8,84.19,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,237.06
26.61,77.58104821802924,18.92,4.4049695493300876,100.39766917293241,3.62,172.55372110939905
25.72,77.58104821802924,18.19,7.93,100.39766917293241,4.42,247.69
26.25,77.58104821802924,17.431258823529415,4.4049695493300876,100.18,5.36,250.56
25.93,87.5,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,243.94
25.83,85.62,17.431258823529415,7.66,100.39766917293241,4.07,172.55372110939905
26.12,77.58104821802924,17.431258823529415,4.4049695493300876,100.48,2.91,228.19
25.51,89.25,18.19,4.4049695493300876,100.39766917293241,2.9457699275362312,172.55372110939905
26.05,77.58104821802924,17.431258823529415,4.4049695493300876,100.23,4.09,256.5
25.8,77.58104821802924,18.25,4.4049695493300876,100.39766917293241,3.4,172.55372110939905
26.6,77.58104821802924,17.431258823529415,4.4049695493300876,100.41,2.9457699275362312,172.55372110939905
26.8,85.31,18.68,2.23,100.28,3.67,253.5
26.31,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,253.12
25.55,77.58104821802924,17.431258823529415,8.18,100.39766917293241,2.9457699275362312,235.69
26.48,77.58104821802924,19.04,4.4049695493300876,100.39766917293241,2.9457699275362312,229.94
26.23,77.58104821802924,17.431258823529415,10.68,100.19,4.15,234.81
26.9,87.06,19.23,0.14,100.3,2.9457699275362312,231.5
27.38,77.58104821802924,19.47,0.07,100.39766917293241,4.52,172.55372110939905
27.58,77.58104821802924,17.431258823529415,2.25,100.16,4.73,237.25
27.4,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,4.48,172.55372110939905
27.59,77.58104821802924,17.431258823529415,1.73,100.39766917293241,2.9457699275362312,233.62
27.54,88.69,17.431258823529415,6.53,100.39766917293241,2.9457699275362312,172.55372110939905
27.4,77.58104821802924,20.45,4.4049695493300876,100.39766917293241,2.9457699275362312,172.55372110939905
26.91,90.12,20.02,4.4049695493300876,100.07,2.9457699275362312,225.06
26.41,77.58104821802924,19.47,4.4049695493300876,100.39766917293241,2.9457699275362312,222.19
27.22,77.58104821802924,17.431258823529415,4.21,100.32,2.9457699275362312,172.55372110939905
27.44,87.38,19.9,4.4049695493300876,100.39766917293241,2.9457699275362312,256.06
27.46,77.58104821802924,17.431258823529415,4.4049695493300876,100.4,2.42,235.38
27.08,87.56,17.431258823529415,0.11,100.42,2.9457699275362312,172.55372110939905
26.83,77.58104821802924,19.71,0.14,100.34,2.9457699275362312,233.38
27.08,88.62,19.84,4.4049695493300876,100.3,2.9457699275362312,172.55372110939905
27.23,77.58104821802924,17.431258823529415,1.25,100.33,2.9457699275362312,232.5
27.52,86.94,19.9,4.4049695493300876,100.39766917293241,2.9457699275362312,218.88
27.22,77.58104821802924,17.431258823529415,5.19,100.4,2.75,222.44
26.69,90.31,17.431258823529415,4.4049695493300876,100.39766917293241,3.12,232.31
26.46,88.62,17.431258823529415,2.68,100.39766917293241,2.46,172.55372110939905
26.0,88.88,18.68,5.18,100.14,3.01,248.44
25.23,86.94,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,269.19
26.55,85.94,18.55,0.76,100.26,2.54,248.62
26.65,77.58104821802924,17.431258823529415,2.49,100.23,2.76,257.62
26.9,77.58104821802924,17.431258823529415,4.4049695493300876,100.11,2.9457699275362312,172.55372110939905
26.58,89.75,17.431258823529415,4.4049695493300876,100.39766917293241,4.02,251.5
25.83,92.25,17.431258823529415,4.4049695493300876,100.18,3.86,242.19
26.9,87.0,19.17,2.96,100.21,2.97,245.62
26.48,77.58104821802924,17.431258823529415,19.44,100.39766917293241,2.89,172.55372110939905
25.86,77.58104821802924,17.431258823529415,4.4049695493300876,100.0,3.55,251.94
26.16,77.58104821802924,17.431258823529415,4.4049695493300876,100.08,3.62,221.62
26.98,77.58104821802924,17.431258823529415,0.68,100.24,2.91,172.55372110939905
27.12,85.38,17.431258823529415,4.4049695493300876,100.27,2.9457699275362312,172.55372110939905
26.9,86.5,19.1,0.1,100.32,1.88,219.62
27.15,77.58104821802924,17.431258823529415,0.15,100.37,2.9457699275362312,172.55372110939905
27.24,77.58104821802924,19.47,4.4049695493300876,100.36,2.9457699275362312,172.55372110939905
27.54,84.62,19.29,0.09,100.39766917293241,3.1,257.0
27.78,85.19,17.431258823529415,4.4049695493300876,100.24,2.9457699275362312,172.55372110939905
27.49,87.81,17.431258823529415,4.4049695493300876,100.3,2.74,172.55372110939905
27.89,77.58104821802924,19.78,4.4049695493300876,100.39766917293241,2.9457699275362312,172.55372110939905
27.6,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,2.0,228.62
27.69,86.44,20.02,1.86,100.39766917293241,1.9,214.0
28.08,83.44,19.71,0.12,100.36,1.36,191.06
27.73,84.62,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,152.88
27.86,81.88,17.431258823529415,1.06,100.37,1.63,150.75
27.29,77.58104821802924,19.59,3.92,100.42,2.9457699275362312,172.55372110939905
27.39,83.12,17.431258823529415,2.44,100.41,2.7,251.06
28.15,77.58104821802924,19.35,8.69,100.39766917293241,2.9457699275362312,172.55372110939905
27.48,86.62,17.431258823529415,2.22,100.03,3.13,268.38
27.27,88.12,19.96,4.4049695493300876,100.09,2.9457699275362312,172.55372110939905
27.17,77.58104821802924,17.431258823529415,7.55,100.34,3.81,172.55372110939905
27.55,77.58104821802924,17.431258823529415,0.54,100.39766917293241,2.9457699275362312,255.62
27.76,77.58104821802924,19.53,4.4049695493300876,100.39766917293241,2.9457699275362312,172.55372110939905
27.18,88.38,17.431258823529415,4.4049695493300876,100.39766917293241,2.13,264.62
26.77,87.56,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,207.5
26.9,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,2.59,193.06
26.3,88.12,17.431258823529415,4.4049695493300876,100.39766917293241,2.05,211.62
26.52,89.19,17.431258823529415,4.4049695493300876,100.39766917293241,3.11,172.55372110939905
26.31,89.75,17.431258823529415,4.4049695493300876,100.25,3.27,224.81
26.62,77.58104821802924,19.84,4.4049695493300876,100.25,2.9457699275362312,172.55372110939905
26.58,77.58104821802924,19.23,4.4049695493300876,100.34,1.99,253.12
27.13,87.81,17.431258823529415,0.56,100.39766917293241,2.9457699275362312,172.55372110939905
26.9,77.58104821802924,17.431258823529415,2.38,100.27,2.03,242.5
27.38,85.88,19.41,5.19,100.35,2.9457699275362312,172.55372110939905
26.91,77.58104821802924,19.78,6.03,100.47,2.9457699275362312,172.55372110939905
26.84,77.58104821802924,19.41,4.4049695493300876,100.39766917293241,2.9457699275362312,172.55372110939905
26.11,91.31,17.431258823529415,14.78,100.27,2.9457699275362312,172.55372110939905
25.96,77.58104821802924,17.431258823529415,4.4049695493300876,100.38,1.83,172.55372110939905
26.94,83.94,17.431258823529415,4.4049695493300876,100.43,2.9457699275362312,172.55372110939905
27.79,77.58104821802924,17.431258823529415,1.66,100.37,1.35,257.94
26.61,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,1.74,210.5
26.29,89.44,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,197.56
27.84,81.81,19.04,4.02,100.15,1.98,123.62
27.21,85.75,19.35,14.39,100.39766917293241,1.73,200.75
27.67,83.81,17.431258823529415,0.07,100.39766917293241,2.9457699275362312,158.44
26.98,88.56,19.78,4.48,100.17,2.9457699275362312,200.0
27.47,85.62,19.59,4.4049695493300876,100.39766917293241,2.9457699275362312,245.12
26.58,77.58104821802924,20.26,4.4049695493300876,100.39766917293241,2.75,172.55372110939905
26.05,77.58104821802924,17.431258823529415,22.24,100.14,2.49,172.55372110939905
26.02,77.58104821802924,17.431258823529415,9.27,100.09,2.9457699275362312,172.55372110939905
26.34,89.88,17.431258823529415,1.57,100.19,3.26,259.12
25.86,77.58104821802924,19.17,9.2,100.39766917293241,2.9457699275362312,172.55372110939905
25.94,77.58104821802924,17.431258823529415,20.04,100.39766917293241,2.9457699275362312,172.55372110939905
26.25,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,2.44,291.44
26.63,77.58104821802924,19.41,7.34,100.42,1.78,193.56
26.07,92.62,17.431258823529415,4.7,100.39766917293241,2.9457699275362312,172.55372110939905
26.45,90.88,19.59,11.64,100.43,2.88,160.31
25.77,92.44,17.431258823529415,4.4049695493300876,100.39766917293241,3.32,146.38
27.05,86.12,19.04,4.4049695493300876,100.39766917293241,2.9457699275362312,147.62
27.08,77.58104821802924,19.1,0.59,100.39766917293241,2.9457699275362312,204.44
26.8,84.06,17.431258823529415,4.4049695493300876,100.39766917293241,2.09,161.12
26.35,85.25,17.431258823529415,4.22,100.4,1.48,243.19
26.76,77.58104821802924,17.431258823529415,0.69,100.44,0.98,194.81
26.61,80.81,17.431258823529415,4.4049695493300876,100.39766917293241,2.9457699275362312,59.25
25.98,77.58104821802924,16.85,0.02,100.48,2.34,86.06
25.64,85.62,17.52,4.4049695493300876,100.39766917293241,1.76,152.38
25.71,91.94,19.04,22.41,100.33,2.9457699275362312,151.56
26.72,77.58104821802924,18.86,4.4049695493300876,100.2,2.9457699275362312,75.94
26.09,77.58104821802924,16.6,4.4049695493300876,100.39766917293241,1.55,157.62
24.55,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,4.27,246.0
26.4,77.58104821802924,17.431258823529415,4.4049695493300876,100.39766917293241,2.77,124.5
